company,username,status,sig_name,subproject,owners_file
VMware Inc.,dims,approver,sig-architecture,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,derekwaynecarr,approver,sig-architecture,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,johnbelamaric,approver,sig-architecture,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,sttts,approver,sig-auth,audit,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,tallclair,approver,sig-auth,audit,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Huawei Technologies Co. Ltd,hzxuzhonghu,reviewer,sig-auth,audit,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,lavalamp,reviewer,sig-auth,audit,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,sttts,reviewer,sig-auth,audit,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,tallclair,reviewer,sig-auth,audit,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,deads2k,approver,sig-auth,authenticators,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,liggitt,approver,sig-auth,authenticators,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,mikedanese,approver,sig-auth,authenticators,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
VMware Inc.,enj,approver,sig-auth,authenticators,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,deads2k,reviewer,sig-auth,authenticators,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
VMware Inc.,enj,reviewer,sig-auth,authenticators,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,lavalamp,reviewer,sig-auth,authenticators,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,liggitt,reviewer,sig-auth,authenticators,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,mikedanese,reviewer,sig-auth,authenticators,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,sttts,reviewer,sig-auth,authenticators,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,wojtek-t,reviewer,sig-auth,authenticators,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,deads2k,approver,sig-auth,authorizers,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,liggitt,approver,sig-auth,authorizers,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,mikedanese,approver,sig-auth,authorizers,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,deads2k,reviewer,sig-auth,authorizers,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
VMware Inc.,dims,reviewer,sig-auth,authorizers,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
VMware Inc.,enj,reviewer,sig-auth,authorizers,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,lavalamp,reviewer,sig-auth,authorizers,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,liggitt,reviewer,sig-auth,authorizers,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,mikedanese,reviewer,sig-auth,authorizers,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
VMware Inc.,ncdc,reviewer,sig-auth,authorizers,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,smarterclayton,reviewer,sig-auth,authorizers,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,sttts,reviewer,sig-auth,authorizers,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,thockin,reviewer,sig-auth,authorizers,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,wojtek-t,reviewer,sig-auth,authorizers,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,liggitt,approver,sig-auth,certificates,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,mikedanese,approver,sig-auth,certificates,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,smarterclayton,approver,sig-auth,certificates,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,caesarxuchao,reviewer,sig-auth,certificates,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,deads2k,reviewer,sig-auth,certificates,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
VMware Inc.,dims,reviewer,sig-auth,certificates,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
VMware Inc.,enj,reviewer,sig-auth,certificates,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,lavalamp,reviewer,sig-auth,certificates,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,liggitt,reviewer,sig-auth,certificates,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,mikedanese,reviewer,sig-auth,certificates,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,smarterclayton,reviewer,sig-auth,certificates,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,sttts,reviewer,sig-auth,certificates,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,thockin,reviewer,sig-auth,certificates,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,wojtek-t,reviewer,sig-auth,certificates,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,smarterclayton,approver,sig-auth,encryption-at-rest,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
VMware Inc.,enj,approver,sig-auth,encryption-at-rest,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
VMware Inc.,enj,reviewer,sig-auth,encryption-at-rest,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,lavalamp,reviewer,sig-auth,encryption-at-rest,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,liggitt,reviewer,sig-auth,encryption-at-rest,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,smarterclayton,reviewer,sig-auth,encryption-at-rest,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,wojtek-t,reviewer,sig-auth,encryption-at-rest,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,deads2k,approver,sig-auth,node-isolation,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,liggitt,approver,sig-auth,node-isolation,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,mikedanese,approver,sig-auth,node-isolation,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,tallclair,approver,sig-auth,node-isolation,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,deads2k,reviewer,sig-auth,node-isolation,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,liggitt,reviewer,sig-auth,node-isolation,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,mikedanese,reviewer,sig-auth,node-isolation,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,tallclair,reviewer,sig-auth,node-isolation,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,deads2k,approver,sig-auth,policy,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,liggitt,approver,sig-auth,policy,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,tallclair,approver,sig-auth,policy,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,deads2k,reviewer,sig-auth,policy,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,liggitt,reviewer,sig-auth,policy,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,tallclair,reviewer,sig-auth,policy,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Salesforce.com inc.,krmayankk,reviewer,sig-auth,policy,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,deads2k,approver,sig-auth,serviceaccounts,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,liggitt,approver,sig-auth,serviceaccounts,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,mikedanese,approver,sig-auth,serviceaccounts,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,deads2k,reviewer,sig-auth,serviceaccounts,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
VMware Inc.,enj,reviewer,sig-auth,serviceaccounts,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,liggitt,reviewer,sig-auth,serviceaccounts,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,mikedanese,reviewer,sig-auth,serviceaccounts,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Chainguard Inc.,cpanato,approver,sig-release,release-engineering,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Microsoft Corporation,jeremyrickard,approver,sig-release,release-engineering,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Cisco,justaugustus,approver,sig-release,release-engineering,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Chainguard Inc.,puerco,approver,sig-release,release-engineering,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,saschagrunert,approver,sig-release,release-engineering,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,saad-ali,approver,sig-storage,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,thockin,approver,sig-storage,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,jsafrane,approver,sig-storage,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,gnufied,approver,sig-storage,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,msau42,approver,sig-storage,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
VMware Inc.,xing-yang,approver,sig-storage,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,jsafrane,reviewer,sig-storage,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,jingxu97,reviewer,sig-storage,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,msau42,reviewer,sig-storage,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,gnufied,reviewer,sig-storage,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,verult,reviewer,sig-storage,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,humblec,reviewer,sig-storage,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
VMware Inc.,xing-yang,reviewer,sig-storage,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Facebook Inc.,chrishenzie,reviewer,sig-storage,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,jiawei0227,reviewer,sig-storage,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
,mattcary,reviewer,sig-storage,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,saikat-royc,reviewer,sig-storage,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,alculquicondor,maintainer,sig-scheduling,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Apple Inc.,huang-wei,maintainer,sig-scheduling,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,ahg-g,maintainer,sig-scheduling,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,damemi,maintainer,sig-scheduling,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Apple Inc.,huang-wei,unknown,sig-scheduling,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,ahg-g,unknown,sig-scheduling,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,alculquicondor,unknown,sig-scheduling,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,damemi,unknown,sig-scheduling,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
ARM,chendave,unknown,sig-scheduling,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Baidu Online Network Technology (Beijing) Co. Ltd,denkensk,unknown,sig-scheduling,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,apelisse,maintainer,sig-cli,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Cinlogic LLC,brianpursley,maintainer,sig-cli,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,deads2k,maintainer,sig-cli,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Chainguard Inc.,eddiezane,maintainer,sig-cli,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Shopify Inc.,knverey,maintainer,sig-cli,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Apple Inc.,pwittrock,maintainer,sig-cli,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,seans3,maintainer,sig-cli,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,soltysh,maintainer,sig-cli,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Cinlogic LLC,brianpursley,reviewer,sig-cli,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,dougsland,reviewer,sig-cli,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Chainguard Inc.,eddiezane,reviewer,sig-cli,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Shopify Inc.,knverey,reviewer,sig-cli,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,seans3,reviewer,sig-cli,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,soltysh,reviewer,sig-cli,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,bentheelder,reviewer,sig-testing,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,cblecker,reviewer,sig-testing,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,fejta,reviewer,sig-testing,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,spiffxp,reviewer,sig-testing,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
VMware Inc.,dims,reviewer,sig-testing,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,bentheelder,approver,sig-testing,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,cblecker,approver,sig-testing,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,fejta,approver,sig-testing,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,spiffxp,approver,sig-testing,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,random-liu,approver,sig-node,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,dchen1107,approver,sig-node,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,derekwaynecarr,approver,sig-node,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,yujuhong,approver,sig-node,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,sjenning,approver,sig-node,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,mrunalp,approver,sig-node,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
NVIDIA Corporation,klueska,approver,sig-node,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,random-liu,reviewer,sig-node,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,dchen1107,reviewer,sig-node,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,derekwaynecarr,reviewer,sig-node,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
VMware Inc.,dims,reviewer,sig-node,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
,ehashman,reviewer,sig-node,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Microsoft Corporation,feiskyer,reviewer,sig-node,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,mtaufen,reviewer,sig-node,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,sjenning,reviewer,sig-node,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
DaoCloud Network Technology Co. Ltd.,wzshiming,reviewer,sig-node,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,yujuhong,reviewer,sig-node,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Salesforce.com inc.,krmayankk,reviewer,sig-node,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Swissquote,matthyx,reviewer,sig-node,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Spacemaker,odinuge,reviewer,sig-node,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,andrewsykim,reviewer,sig-node,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,mrunalp,reviewer,sig-node,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,sergeykanzhelev,reviewer,sig-node,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Independent,bobbypage,reviewer,sig-node,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
DaoCloud Network Technology Co. Ltd.,pacoxu,reviewer,sig-node,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,dcbw,approver,sig-network,driver,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,freehan,approver,sig-network,driver,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,andrewsykim,approver,sig-network,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,aojea,approver,sig-network,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,bowei,approver,sig-network,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Tigera Inc.,caseydavenport,approver,sig-network,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,danwinship,approver,sig-network,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,dcbw,approver,sig-network,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,freehan,approver,sig-network,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Microsoft Corporation,khenidak,approver,sig-network,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,mrhohn,approver,sig-network,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,thockin,approver,sig-network,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,andrewsykim,reviewer,sig-network,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,aojea,reviewer,sig-network,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,bowei,reviewer,sig-network,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Tigera Inc.,caseydavenport,reviewer,sig-network,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,danwinship,reviewer,sig-network,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,dcbw,reviewer,sig-network,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,freehan,reviewer,sig-network,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Microsoft Corporation,khenidak,reviewer,sig-network,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,mrhohn,reviewer,sig-network,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,thockin,reviewer,sig-network,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Brex,kow3ns,approver,sig-apps,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,janetkuo,approver,sig-apps,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,soltysh,approver,sig-apps,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,smarterclayton,approver,sig-apps,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,janetkuo,reviewer,sig-apps,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Brex,kow3ns,reviewer,sig-apps,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,mortent,reviewer,sig-apps,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,smarterclayton,reviewer,sig-apps,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,soltysh,reviewer,sig-apps,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Salesforce.com inc.,krmayankk,reviewer,sig-apps,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,alculquicondor,reviewer,sig-apps,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,bskiba,maintainer,sig-autoscaling,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,maciekpytel,maintainer,sig-autoscaling,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,mwielgus,maintainer,sig-autoscaling,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Polar Signals,brancz,approver,sig-instrumentation,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,logicalhan,approver,sig-instrumentation,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,dashpole,approver,sig-instrumentation,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
,ehashman,approver,sig-instrumentation,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Huawei Technologies Co. Ltd,rainbowmango,approver,sig-instrumentation,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,serathius,approver,sig-instrumentation,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,dgrisonnet,approver,sig-instrumentation,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Polar Signals,brancz,reviewer,sig-instrumentation,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,dashpole,reviewer,sig-instrumentation,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
,ehashman,reviewer,sig-instrumentation,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Red Hat Inc.,s-urbaniak,reviewer,sig-instrumentation,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Bytedance Ltd,andyxning,reviewer,sig-instrumentation,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Salesforce.com inc.,coffeepac,reviewer,sig-instrumentation,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
Google LLC,logicalhan,reviewer,sig-instrumentation,NA,https://raw.githubusercontent.com/kubernetes/kubernetes/master/OWNERS_ALIASES
